id,subject,topic,difficulty,question,option_a,option_b,option_c,option_d,correct
638,Mine Ventilation & Environment,Atkinson's friction law,10,"A mine ventilation fan is installed in a 100 m long tunnel with a diameter of 2.5 m. The air flow rate is 0.5 m³/s and the pressure drop is 0.2 MPa. Using Atkinson's friction law, determine the fan power (in kW) required to overcome the resistance. The fan characteristic curve is given by: Q = 0.1 * (ΔP)^(0.5) * (D)^(0.8) where Q is the air flow rate (m³/s), ΔP is the pressure drop (Pa), and D is the diameter of the tunnel (m). The fan efficiency is 85%. The Coward flammability triangle indicates that the mine air is at a temperature of 25°C and relative humidity of 60%. The natural ventilation pressure is 0.01 Pa/m². Assuming the fan operates at a speed of 1200 rpm, calculate the fan power required to overcome the resistance. Note: The fan power required to overcome the resistance is given by: P = (Q * ΔP) / (η * ρ * N) where P is the fan power (W), Q is the air flow rate (m³/s), ΔP is the pressure drop (Pa), η is the fan efficiency, ρ is the air density (kg/m³), and N is the fan speed (rpm). The air density can be calculated using the ideal gas law: ρ = (P * M) / (R * T) where ρ is the air density (kg/m³), P is the air pressure (Pa), M is the molar mass of air (28.97 kg/kmol), R is the gas constant (8.314 J/mol·K), and T is the air temperature (K).",3.45 kW,4.21 kW,5.98 kW,7.32 kW,2
639,Mining Machinery & Materials Handling,Koepe winder slip criteria,10,"A Koepe winder is used to hoist a 1000 m long rope with a mass of 1.5 Mg. The rope has a diameter of 80 mm and a breaking load of 120 kN. The winder's drum radius is 1.2 m and the rope wraps around the drum 8 times. The winder is driven by a 250 kW motor. If the rope slips by 10% due to excessive load, determine the power required to maintain the same speed. Given: μs = 0.3, ρ = 7850 kg/m³, g = 9.81 m/s². Assume the rope's velocity is 10 m/s.",350 kW,400 kW,450 kW,500 kW,2
640,Mining Machinery & Materials Handling,Koepe winder slip criteria,10,"A Koepe winder is used to lift 1500 t/h of coal at a speed of 4 m/s. The wire rope has a diameter of 64 mm and a mass per unit length of 0.75 kg/m. The static factor of safety is specified as 5. The slip criterion is given by the equation: s = (F / (F_0 · S)) · 100, where s is the slip percentage, F is the actual tension, F_0 is the breaking load, and S is the static factor of safety. If the breaking load of the wire rope is 120 kN, determine the minimum allowable power required to prevent slip, given that the power is directly proportional to the cube of the speed and the cube of the mass per unit length.",P = 1.35 × 10^5 (m/s)^3 × (kg/m)^3,P = 2.25 × 10^5 (m/s)^3 × (kg/m)^3,P = 3.15 × 10^5 (m/s)^3 × (kg/m)^3,P = 4.05 × 10^5 (m/s)^3 × (kg/m)^3,2
641,Mining Machinery & Materials Handling,Koepe winder slip criteria,10,"A Koepe winder is used in a coal mine to lift a 10 m long, 1.2 m diameter steel rope with a mass of 100 kg/m. The rope is subjected to a tensile load of 500 kN. If the rope's ultimate tensile strength is 1500 MPa, the static factor of safety (SF) is 2.5, and the rope's acceleration is 2 m/s², determine the maximum allowable slip (S) in meters. The slip can be calculated using the formula: S = (F × a) / (SF × μ × g), where F is the tensile force, a is the acceleration, SF is the static factor of safety, μ is the coefficient of friction (0.25), and g is the acceleration due to gravity (9.81 m/s²).",0.12 m,0.15 m,0.18 m,0.22 m,2
642,Mining Machinery & Materials Handling,Koepe winder slip criteria,10,"A Koepe winder is used to haul a 100 m long rope with a mass of 5,000 kg. The rope is wrapped around a drum with a diameter of 1.2 m. The rope is subjected to a tension of 250 kN at the drum and 200 kN at the free end. The coefficient of friction between the rope and the drum is 0.25. Determine the slip speed of the rope in m/s, considering the static factor of safety of the rope is 5. Also, calculate the power required to haul the rope at a speed of 2.5 m/s. Given: Rope mass per unit length = 0.1 kg/m, Rope diameter = 0.02 m.",The slip speed is 0.012 m/s and the power required is 14.7 kW.,The slip speed is 0.018 m/s and the power required is 21.9 kW.,The slip speed is 0.024 m/s and the power required is 29.1 kW.,The slip speed is 0.030 m/s and the power required is 36.3 kW.,2
643,Mining Machinery & Materials Handling,Koepe winder slip criteria,10,"A Koepe winder is used to hoist a 10 m long ore haulage rope with a diameter of 60 mm. The rope is subjected to a tensile load of 500 kN. If the rope's breaking load is 1200 kN and its static factor of safety is 5, determine the maximum permissible slip velocity (m/s) for the rope. Assume the rope's mass per unit length is 0.02 t/m. The rope's coefficient of friction is 0.25. Given that the rope's acceleration is 0.5 m/s², calculate the power (kW) required to maintain this acceleration. If the power is 25 kW, determine the shovel-dumper match index.",A slip velocity of 0.5 m/s and a shovel-dumper match index of 0.8,A slip velocity of 1.2 m/s and a shovel-dumper match index of 1.2,A slip velocity of 0.8 m/s and a shovel-dumper match index of 1.0,A slip velocity of 1.5 m/s and a shovel-dumper match index of 1.5,2
644,Mining Machinery & Materials Handling,Koepe winder slip criteria,10,"A Koepe winder is used in a coal mine to lift 2000 t/h of coal at a speed of 2.5 m/s. The winder is equipped with a wire rope of diameter 80 mm and a static factor of safety (SF) of 5. The rope is subjected to a tensile load of 1000 kN. Determine the maximum permissible slip speed (v) in m/s, considering the rope's breaking load (Tb) as 250 kN and the maximum allowable stress (σmax) as 50 MPa. If the slip speed is 0.5 m/s, calculate the percentage of the rope's length (L) that would be in contact with the drum at any instant.","0.25 m/s, 12.5% of L","0.35 m/s, 15% of L","0.45 m/s, 18% of L","0.55 m/s, 20% of L",2
645,Mining Machinery & Materials Handling,Koepe winder slip criteria,10,"A Koepe winder is used to hoist a 10 m long rope with a diameter of 50 mm. The rope is made of a steel alloy with a yield strength of 800 MPa. If the rope is subjected to a tensile load of 200 kN, determine the maximum allowable slip velocity (m/s) if the static factor of safety is 2.5. Assume the rope's dynamic factor of safety is 1.8. Consider the following equation for the slip velocity: v = (F ∙ l) / (S ∙ A ∙ π ∙ d^3), where F is the tensile load, l is the rope length, S is the static factor of safety, A is the rope cross-sectional area, π is the dynamic factor of safety, and d is the rope diameter. Given that the rope's cross-sectional area is 0.01 m^2, calculate the maximum allowable slip velocity.",0.25 m/s,0.5 m/s,1.0 m/s,1.5 m/s,2
646,Mining Machinery & Materials Handling,Koepe winder slip criteria,10,"A Koepe winder is used to lift 1500 t/h of ore at a speed of 1.2 m/s. The wire rope has a diameter of 80 mm and a mass per unit length of 0.6 kg/m. If the maximum permitted slip is 5% and the static factor of safety is 5, calculate the minimum required power input to the winder, considering the effect of the static factor of safety on the maximum permissible tension. The specific gravity of the ore is 2.8. Assume a uniform acceleration of 1.5 m/s². The efficiency of the winder is 90%. The density of the wire rope is 7800 kg/m³. The angle of wrap is 4.5 radians. The mass flow rate of the ore is 1500 t/h, which is equivalent to 4.17 m³/s. The maximum permissible tension is 10 MPa. The acceleration due to gravity is 9.81 m/s². The rope's linear mass density is 0.6 kg/m.",P = 1500 kW,P = 1800 kW,P = 2200 kW,P = 2500 kW,2
647,Mining Machinery & Materials Handling,Koepe winder slip criteria,10,"A Koepe winder is used in a coal mine to haul a rope with a linear mass density of 0.05 t/m. The rope is wrapped around a drum with a diameter of 2 m and a rotational speed of 10 rpm. The angle of wrap is 270° and the tension in the rope is 500 kN. Assuming a static factor of safety of 5 for the rope, calculate the maximum allowable slip velocity (in m/s) for the rope. Also, calculate the power (in kW) required to haul the rope at this slip velocity. If the power required is 200 kW, what is the shovel-dumper match index (in t/m³/s) for this operation?","Slip velocity: 0.15 m/s, Power: 200 kW, Match index: 4.2 t/m³/s","Slip velocity: 0.20 m/s, Power: 220 kW, Match index: 3.5 t/m³/s","Slip velocity: 0.30 m/s, Power: 250 kW, Match index: 2.5 t/m³/s","Slip velocity: 0.40 m/s, Power: 280 kW, Match index: 1.8 t/m³/s",2
648,Mining Machinery & Materials Handling,Koepe winder slip criteria,10,"A Koepe winder is used for hoisting ore in an underground mine. The winder is equipped with a wire rope of diameter 80 mm and Young's modulus 200 GPa. The maximum allowable slip is 2% of the rope's length. If the winder is lifting a load of 500 kN at a speed of 2 m/s, determine the maximum permissible tension in the wire rope. The mass density of the rope is 7800 kg/m³. Assume the rope's velocity is constant and the acceleration is negligible. Given that the static factor of safety (SFoS) is 2.5, calculate the minimum required rope diameter to meet the slip criteria.",The minimum required rope diameter is 0.095 m.,The minimum required rope diameter is 0.105 m.,The minimum required rope diameter is 0.115 m.,The minimum required rope diameter is 0.125 m.,2
649,Mining Machinery & Materials Handling,Koepe winder slip criteria,10,"A Koepe winder is used to haul a 100 m long rope with a diameter of 80 mm. The rope has a mass per unit length of 0.5 kg/m and is subjected to a tension of 500 kN at the winding drum. Assuming a rope speed of 10 m/s, calculate the slip velocity (in m/s) of the rope. Given: rope's coefficient of friction = 0.2, rope's Young's modulus = 10^9 Pa. If the slip velocity is less than 0.01 m/s, the rope is considered to be in a safe operating condition. What is the minimum power (in kW) required to haul the rope at the safe operating condition?",P = 4.8 kW,P = 5.2 kW,P = 5.6 kW,P = 6.0 kW,2
650,Mining Machinery & Materials Handling,Koepe winder slip criteria,10,"A Koepe winder is used in a coal mine to lift 1000 t/h of coal at a speed of 10 m/s. The wire rope has a diameter of 70 mm and a breaking load of 150 kN. The static factor of safety is 5. The angle of wrap is 4 and the load factor is 1.2. The slip velocity is given by the equation: v = (T - W) / (m ∗ ω). If the tension in the wire rope is 120 kN, determine the mass flow rate of coal being lifted.",1200 t/h,1500 t/h,1800 t/h,2200 t/h,2
651,Mining Machinery & Materials Handling,Koepe winder slip criteria,10,"A Koepe winder is designed to handle a 10 m³/s flow rate of coal at a head of 500 m. The wire rope has a diameter of 80 mm and a breaking load of 200 kN. The static factor of safety is specified as 5. The rope is wrapped around a drum with a diameter of 2 m and a width of 1.5 m. If the rope slips by 10% at the drum, calculate the power required to drive the winder. Assume the efficiency of the winder is 90%. Given: ρ = 800 kg/m³, g = 9.81 m/s², μ = 0.1.",1.45 MW,1.65 MW,1.85 MW,2.05 MW,2
652,Surface & Underground Mining Methods,Bord and Pillar depillaring,10,"A bord and pillar mine with a panel size of 10 m x 10 m is being depillared using a continuous miner. The coal seam has a thickness of 2.5 m and an uniaxial compressive strength of 30 MPa. The pillar size is 4 m x 4 m. The mining rate is 100 m³/h. If the powder factor for blasting is 0.05 kg/m³ and the blast frequency is 6 blasts/day, calculate the total resistance of the powered support system required to prevent rockbursts, given that the stripping ratio is 2.5:1 and the longwall powered support resistance is 100 kN/m. Assume the rock mass modulus is 10 Ns²/m⁸.",50 kN/m,75 kN/m,100 kN/m,125 kN/m,2
653,Surface & Underground Mining Methods,Bord and Pillar depillaring,10,"A bord and pillar mine has a room width of 6.5 m and a pillar width of 3.2 m. The average density of the ore is 3.8 t/m³. The mine operates at a depth of 400 m. The geostatic stress at the mine is 2.5 MPa. The pillar depillaring is done using a mechanical excavator with a cutting force of 100 kN. The powder factor for the blast is 0.6 kg/m³. The stripping ratio of the mine is 2.8. Calculate the total energy required for the pillar depillaring operation per unit volume of ore mined, considering the geostatic stress and the cutting force. Assume the specific energy of the cutting force is 10 Ns²/m⁸.",12.5 kJ/m³,15.6 kJ/m³,18.8 kJ/m³,22.1 kJ/m³,2
654,Surface & Underground Mining Methods,Bord and Pillar depillaring,10,"A bord and pillar mine with a room height of 3.5 m and a pillar width of 4.2 m is being depillared. The in-situ stress is 1.2 MPa in the x-direction and 1.5 MPa in the y-direction. The depillaring is done using a 1.5 m wide cutting machine with a cutting force of 150 kN. The coal has a density of 1.3 t/m³ and a Young's modulus of 3.2 GPa. The cutting machine is moving at a speed of 2.5 m/min. If the cutting machine is to be powered by a 100 kW electric motor, what is the minimum required power factor (kW/100 V) for the motor to maintain a safe cutting speed? Assume the cutting efficiency is 80% and the motor efficiency is 90%.",0.012 Ns²/m⁸,0.015 kN/m,0.020 kW/100 V,0.025 MPa,2
655,Surface & Underground Mining Methods,Bord and Pillar depillaring,10,"A bord and pillar mine with a panel dimension of 100 m × 100 m is being depillared using a mechanized system. The pillar extraction ratio is 0.6, and the average pillar strength is 2.5 MPa. The overburden is 150 m thick and has a density of 2.8 t/m³. The mining rate is 1000 t/h, and the powder factor for blasting is 0.25 kg/t. Determine the minimum powered support resistance required for the longwall face, considering the stripping ratio of 3.5:1. Assume a coal density of 1.4 t/m³. If the support resistance is 150 kN/m, what is the percentage increase in support resistance required to maintain the same mining rate?",12.5%,15%,17.5%,20%,2
656,Surface & Underground Mining Methods,Bord and Pillar depillaring,10,A bord and pillar mine with a panel width of 10 m and a pillar width of 4 m is being depillared. The in-situ rock mass strength is 10 MPa. The depillaring is done using a continuous miner with a cutting height of 3 m. The coal density is 1.2 t/m³. The miner's cutting power is 100 kW. The coal seam thickness is 2.5 m. The coal is being extracted at a rate of 100 t/h. The stripping ratio is 2:1. The blast powder factor is 0.5 kg/m³. The longwall powered support resistance is 100 kN/m. The coal's specific energy is 30 Ns²/m⁸. The mine's ventilation system requires 0.5 m³/s of air per ton of coal extracted. Determine the total power required for ventilation and coal extraction.,150 kW,200 kW,250 kW,300 kW,2
657,Surface & Underground Mining Methods,Bord and Pillar depillaring,10,"A bord and pillar mine with a working height of 3.5 m is being operated in a coal seam with a strength of 7.5 MPa. The pillar width is 4.2 m and the pillar spacing is 6.5 m. The mine is being extracted at a rate of 0.15 m³/s. If the powder factor for the blast is 0.7 kg/m³ and the explosive energy is 1000 Nm/kg, calculate the stripping ratio (volume of waste rock divided by the volume of ore) and determine the minimum longwall powered support resistance required to prevent the roof from caving in, given that the longwall face is 120 m long and the support resistance is directly proportional to the square root of the explosive energy. Assume the density of the coal is 1.2 t/m³.","Stripping ratio = 2.1, Minimum longwall support resistance = 150 kN/m","Stripping ratio = 2.5, Minimum longwall support resistance = 180 kN/m","Stripping ratio = 2.8, Minimum longwall support resistance = 200 kN/m","Stripping ratio = 3.2, Minimum longwall support resistance = 220 kN/m",2
658,Surface & Underground Mining Methods,Longwall powered support resistance,10,"A longwall face is 80 m long and 3.5 m high. The powered support system consists of 12 m long, 0.5 m wide, and 0.2 m thick steel girders spaced 1.5 m apart. The system is designed to withstand a maximum load of 150 kN/m. The in-situ stress at the face is 2.5 MPa in the horizontal direction and 1.8 MPa in the vertical direction. If the system is subjected to a uniform load of 1.2 kN/m², determine the maximum resistance offered by the system. Assume the material properties of the steel girder to be E = 2 × 10^5 MPa and ν = 0.3. Also, calculate the stripping ratio for a longwall face with a production rate of 20 m³/s and a mining cost of ₹ 1.5 × 10^5 /m³.",The maximum resistance offered by the system is 240 kN and the stripping ratio is 3.75.,The maximum resistance offered by the system is 270 kN and the stripping ratio is 2.5.,The maximum resistance offered by the system is 300 kN and the stripping ratio is 4.2.,The maximum resistance offered by the system is 180 kN and the stripping ratio is 1.8.,2
659,Surface & Underground Mining Methods,Bord and Pillar depillaring,10,"A bord and pillar mine with a working height of 4.5 m and pillar width of 3.2 m is being depillared using a mechanized system. The in-situ stress is 2.5 MPa in the x-direction and 1.8 MPa in the y-direction. The extraction ratio is 0.7. The powder factor for the depillaring operation is 0.25 kg/m³. The density of the rock is 2700 kg/m³. If the blasting operation is to be carried out in a single pass, what is the minimum number of holes required for the depillaring operation, considering a hole diameter of 0.15 m and a blast powder factor of 0.5 kg/m³?",15 holes,18 holes,22 holes,25 holes,2
660,Surface & Underground Mining Methods,Bord and Pillar depillaring,10,"A bord and pillar mine with a coal seam of 4.5 m thickness is being depillared using a 2.5 m x 2.5 m pillar layout. The coal has a uniaxial compressive strength of 35 MPa. If the pillar extraction ratio (PER) is 0.6, determine the maximum allowable mining height (H) for a pillar extraction rate of 0.8 m³/s. Given: blasting powder factor = 0.3 kg/m³, and the in-situ stress (σ1) = 5.5 MPa. Assuming a longwall powered support resistance of 250 kN/m, calculate the stripping ratio (SR) for this mine. Consider the following parameters: the extraction ratio (ER) = 0.7, the dilution factor (DF) = 0.15, and the mining cost (MC) = ₹ 15.5 per m³.","H = 12.5 m, SR = 2.8","H = 10.2 m, SR = 2.2","H = 14.7 m, SR = 3.1","H = 11.9 m, SR = 2.5",1
661,Surface & Underground Mining Methods,Bord and Pillar depillaring,10,"A bord and pillar mine has a coal seam of 2.5 m thickness and a pillar width of 4.5 m. The mining rate is 1000 t/h and the coal density is 1.4 t/m³. The depillaring is done using a mechanical excavator with a boom force of 200 kN. The coal seam has a uniaxial compressive strength of 30 MPa. Calculate the stripping ratio (SR) and the powder factor (PF) for a blast of 1000 m³. Given: G = 9.81 m/s². If the PF is 0.6 kg/m³ and the SR is 2.5, what is the resistance (R) offered by the powered support in kN/m? Assume the support resistance is proportional to the PF and SR.",R = 1.8 kN/m,R = 2.2 kN/m,R = 3.0 kN/m,R = 4.5 kN/m,2
662,Surface & Underground Mining Methods,Bord and Pillar depillaring,10,"A bord and pillar mine is operating at a depth of 500 m with a pillar size of 4 m x 4 m. The in-situ stress is 5 MPa and the rock mass rating is 4. The powder factor for blasting is 0.2 kg/m³. The longwall powered support resistance is 250 kN/m. The stripping ratio is 2:1. If the mine is producing 1000 m³/s, calculate the required number of blast holes per meter of face length, considering the blast powder factor, in-situ stress, and rock mass rating. Assume a blast hole diameter of 0.1 m and a blast hole length of 10 m.",4.2 holes/m,5.1 holes/m,6.5 holes/m,7.8 holes/m,2
663,Surface & Underground Mining Methods,Bord and Pillar depillaring,10,"A bord and pillar mine with a block size of 10 m x 10 m x 5 m is being depillared. The pillar strength is given by the equation: σ = 2.5 - 0.5 × (h / 10) + 0.2 × (A / 100), where σ is the pillar strength in MPa, h is the height of the pillar in m, and A is the area of the pillar in m². If the height of the pillar is 6 m and the area of the pillar is 120 m², what is the pillar strength?",2.8 MPa,3.2 MPa,3.6 MPa,4.0 MPa,2
664,Surface & Underground Mining Methods,Bord and Pillar depillaring,10,"A bord and pillar mine with a working height of 4.2 m and width of 6.5 m is being depillared using a continuous miner. The pillar strength is given by the equation: σ = 0.25 × E × (1 - (A/A₀)^(1/3)), where σ is the pillar strength (MPa), E is the modulus of elasticity of coal (Ns²/m⁸), A is the pillar area (m²), and A₀ is the reference area (m²). The modulus of elasticity of coal is 1.2 × 10⁻⁹ Ns²/m⁸. The pillar area is 12.6 m². The reference area is 20 m². The working face is 150 m long and 4.2 m high. The coal seam has a density of 1.5 t/m³. The stripping ratio is 3.2. The powder factor for the blasting operation is 0.65 kg/m³. The continuous miner has a rated output of 25 kN. The mine is operating at a depth of 400 m. The atmospheric pressure at the mine is 101.3 kPa. The temperature at the mine is 18°C. The relative humidity is 60%. The mine is extracting a coal seam with a thickness of 2.1 m. The longwall powered support resistance is given by the equation: R = 0.15 × (σ × A) + 0.02 × (ρ × g × h), where R is the resistance (kN), ρ is the density of coal (t/m³), g is the acceleration due to gravity (m/s²), and h is the height of the coal seam (m). The longwall powered support resistance is 150 kN. Calculate the percentage increase in the longwall powered support resistance due to the depillaring operation.",6.2%,7.5%,8.1%,9.5%,2
665,Surface & Underground Mining Methods,Bord and Pillar depillaring,10,"A bord and pillar coal mine has a working height of 4.5 m and a pillar width of 3.2 m. The coal density is 1.4 t/m³ and the pillar density is 1.9 t/m³. The coal is mined at a rate of 1200 t/h and the pillars are left at a ratio of 1:2.5. The longwall powered support resistance is 250 kN/m. If the blast powder factor is 0.55 kg/m³ and the explosive energy is 4500 Nm/kg, calculate the stripping ratio and determine whether the mine is economically viable considering the longwall support resistance.","Stripping ratio = 2.1, Economically viable","Stripping ratio = 2.1, Not economically viable","Stripping ratio = 1.8, Economically viable","Stripping ratio = 1.8, Not economically viable",0
666,Surface & Underground Mining Methods,Bord and Pillar depillaring,10,"A bord and pillar mine with a coal seam thickness of 2.5 m is being operated with a pillar size of 4 m x 4 m. The mining height is 3.5 m and the coal density is 1.3 t/m³. The pillar extraction ratio is 0.6. The longwall powered support resistance is 100 kN/m. The stripping ratio is 2.5. The blast powder factor is 0.5 kg/m³. If the mine is operated at a production rate of 2500 t/h, calculate the total energy consumption per day. Assume a specific energy consumption of 0.8 Ns²/m⁸ for the longwall powered support system. The mine operates 24 hours a day, 365 days a year.",1200 kWh,1500 kWh,1800 kWh,2000 kWh,2
667,Engineering Mathematics,Matrix eigenvalues,11,"A square plate of size 2m x 2m is subjected to a uniform load of 10 kN/m². The plate is made of a material with a modulus of elasticity (E) of 200 GPa and a Poisson's ratio (ν) of 0.3. If the plate is considered as a beam of length 2m, what is the minimum value of the eigenvalue (λ) of the coefficient matrix [A] in the equation [A]{x} = {F} if the deflection (y) of the plate is given by y = c1x² + c2x + c3, where {x} = {c1, c2, c3}?",λ = 10.0 Ns²/m⁸,λ = 12.5 Ns²/m⁸,λ = 15.0 Ns²/m⁸,λ = 20.0 Ns²/m⁸,2
668,Engineering Mathematics,Matrix eigenvalues,11,"A hydraulic cylinder is modeled by the following differential equation: 
 y'' + 2 µ y' + 5y = 0, where y is the displacement in m, and µ is the damping coefficient in Ns/m. The eigenvalues of the coefficient matrix are −2 ± 2i. If the initial conditions are y(0) = 0.1 m, y'(0) = 0.05 m/s, and the damping coefficient is µ = 1.5 Ns/m, then the solution at t = 1 s is:","y = 0.05 m, y' = 0.01 m/s","y = 0.05 m, y' = 0.02 m/s","y = 0.03 m, y' = 0.01 m/s","y = 0.03 m, y' = 0.02 m/s",2
669,Engineering Mathematics,Matrix eigenvalues,11,"A square matrix A has eigenvalues 2, 3, and 4. Using Cayley-Hamilton theorem, determine the value of the expression A^3 - 6A^2 + 11A - 6I, where I is the identity matrix. The matrix A has dimensions 3x3 and its elements are given by: a11 = 10 MPa, a12 = 5 MPa, a13 = 2 MPa, a21 = 3 MPa, a22 = 8 MPa, a23 = 1 MPa, a31 = 1 MPa, a32 = 2 MPa, a33 = 5 MPa. Express your answer in the matrix form.","A^3 - 6A^2 + 11A - 6I = [[-23, 17, -9], [17, -23, 17], [-9, 17, -23]]","A^3 - 6A^2 + 11A - 6I = [[-21, 15, -7], [15, -21, 15], [-7, 15, -21]]","A^3 - 6A^2 + 11A - 6I = [[-25, 19, -11], [19, -25, 19], [-11, 19, -25]]","A^3 - 6A^2 + 11A - 6I = [[-18, 12, -6], [12, -18, 12], [-6, 12, -18]]",2
670,Engineering Mathematics,Cayley-Hamilton theorem,11,"A 3x3 matrix A has eigenvalues λ1 = 2, λ2 = 3, and λ3 = 4. If A satisfies the characteristic equation |A - λI| = (λ - 2)(λ - 3)(λ - 4) = 0, then the sum of the squares of its eigenvalues is 50. Find the value of the expression (A^2 - 5A + 6I) * (A - 3I) using Cayley-Hamilton theorem, where I is the identity matrix. The matrix A has the following form: [[a, b, c], [d, e, f], [g, h, i]]. Given that the matrix A has a determinant of 10 MPa and a trace of 9, calculate the value of the expression in kN.",120 kN,150 kN,180 kN,200 kN,2
671,Engineering Mathematics,Matrix eigenvalues,11,"A water reservoir has a rectangular cross-section with a length of 10 m and a width of 5 m. The reservoir is filled with water at a rate of 0.2 m³/s. The water level is raised by 1 m in 2 hours. Assuming a linear relationship between the water level and the time, determine the eigenvalues of the system's state matrix. Given that the water level is 2 m, calculate the rate of change of the water level with respect to time using the Cayley-Hamilton theorem. Express your answer in m/s.",The eigenvalues are λ1 = 0.5 and λ2 = 2. The rate of change of the water level is 0.1 m/s.,The eigenvalues are λ1 = 1 and λ2 = 1. The rate of change of the water level is 0.05 m/s.,The eigenvalues are λ1 = 0.2 and λ2 = 0.8. The rate of change of the water level is 0.15 m/s.,The eigenvalues are λ1 = 0.1 and λ2 = 1. The rate of change of the water level is 0.2 m/s.,2
672,Engineering Mathematics,Matrix eigenvalues,11,"A hydraulic system is modeled by the matrix equation dX/dt = AX, where X is a 2x1 vector and A is a 2x2 matrix. If the eigenvalues of A are λ1 = 2 and λ2 = 3, and the initial conditions are X(0) = [1, 2]T, determine the value of X(1) using the Cayley-Hamilton theorem. Express your answer in kN.","X(1) = [5.33, 10.67]T kN","X(1) = [3.33, 6.67]T kN","X(1) = [2.33, 4.67]T kN","X(1) = [1.33, 2.67]T kN",2
673,Engineering Mathematics,Matrix eigenvalues,11,"The eigenvalues of a 3x3 matrix A are given by λ1 = 2, λ2 = 3, and λ3 = 4. If A = [ [ 6, 2, -1 ], [ -3, 5, 2 ], [ 0, 1, 3 ] ], apply Cayley-Hamilton theorem to find the value of det(A - λI) when λ = 3.5. Express your answer in N.",1500,2000,2500,3000,0
674,Engineering Mathematics,Matrix eigenvalues,11,"The eigenvalues of a 3x3 matrix A are λ1 = 2, λ2 = 3, and λ3 = 4. If A = [2 1 0; 0 3 1; 0 1 4], then the minimum time required for the matrix exponential e^(tA) to reach a value of 0.9 at t = 1 s is closest to (in seconds):",0.5,1.0,1.5,2.0,2
675,Engineering Mathematics,Matrix eigenvalues,11,"A square matrix A of order 3x3 has eigenvalues λ1 = 5, λ2 = 6, and λ3 = 8. If A satisfies the equation A^3 - 6A^2 + 5A - 24I = 0, where I is the identity matrix, then the value of the determinant of (A - 2I) is _______________. (Ans: 0)",64,-64,0,32,2
676,Engineering Mathematics,Matrix eigenvalues,11,"A square matrix A = [[2, 1], [4, 3]] is associated with a system of linear differential equations. The characteristic equation of A is |λI - A| = 0, where λ is the eigenvalue. Using the Cayley-Hamilton theorem, determine the value of the function f(t) = e^(At) for t = 2 s, where A is in MPa and the system is subjected to a pressure of 10 MPa. Further, assuming the system is initially at rest, use Simpson's 1/3 rule to calculate the total volume of water displaced by the system in the first 4 s, given a flow rate of 0.5 m³/s. The Poisson distribution is used to model the number of particles displaced in the first 2 s, with λ = 0.05. Assuming a constant pressure of 10 MPa, calculate the average number of particles displaced in the first 2 s.","f(2) = [[e^(2*2.236), e^(2*2.236)], [e^(2*2.236), e^(2*3.169)]] and the average number of particles displaced is 2.5","f(2) = [[e^(2*2.236), e^(2*2.236)], [e^(2*2.236), e^(2*3.169)]] and the average number of particles displaced is 3.2","f(2) = [[e^(2*2.236), e^(2*2.236)], [e^(2*2.236), e^(2*3.169)]] and the average number of particles displaced is 2.8","f(2) = [[e^(2*2.236), e^(2*2.236)], [e^(2*2.236), e^(2*3.169)]] and the total volume of water displaced is 2 m³",3
677,General Aptitude & Reasoning,Logical deduction,11,"A conveyor belt is moving at a speed of 4.5 m/s. It is carrying a load of 1500 kg/m. If the length of the conveyor belt is 120 m, and the time taken to empty the load is 180 seconds, what is the power consumption of the conveyor belt in kW?",22.5 kW,25 kW,30 kW,35 kW,2
678,General Aptitude & Reasoning,Logical deduction,11,"A water tank is being filled at a rate of 2 m³/s. The tank has a height of 10 m and a base area of 5 m². If the tank is 20% full, the rate of change of water level with respect to time is 0.2 m/min. What is the rate of change of water level with respect to time when the tank is 80% full?",0.4 m/min,0.8 m/min,1.2 m/min,1.6 m/min,2
679,General Aptitude & Reasoning,Logical deduction,11,"A cement factory produces 4800 tonnes of cement per day. The factory operates for 300 days in a year. The factory has two types of cement, A and B. Type A cement has a density of 1.4 g/cm³ and Type B cement has a density of 1.6 g/cm³. The cost of transporting Type A cement is ₹ 0.45 per kg and the cost of transporting Type B cement is ₹ 0.35 per km. The factory is located 15 km from a river and the cement is transported by a barge that travels at 12 km/h. The barge can carry 500 tonnes of cement. If the factory wants to transport 60% of the total cement produced in a year by barge, what is the total cost of transportation in ₹?","₹ 1,44,00,000","₹ 1,60,00,000","₹ 1,80,00,000","₹ 2,00,00,000",2
680,General Aptitude & Reasoning,Logical deduction,11,"A tunnel with a circular cross-section of diameter 2.5 m is excavated at a rate of 0.05 m³/s. The tunnel is 1000 m long and is lined with a steel plate of thickness 0.05 m. The density of the steel is 7850 kg/m³. If the cost of excavation is ₹ 1,00,000 per day and the cost of lining is ₹ 50,000 per day, what is the total cost of excavating and lining the tunnel? (Take π = 3.14)","₹ 2,50,000","₹ 3,00,000","₹ 3,50,000","₹ 4,00,000",2
681,General Aptitude & Reasoning,Logical deduction,11,"A conveyor belt is moving at a speed of 5 m/s. A 500 kg box is placed on the belt. If the belt accelerates uniformly from rest to 10 m/s in 4 seconds, what is the maximum force exerted on the box in Newtons?",2000 N,2500 N,3000 N,3500 N,2
